Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 0.925943 0 30.4743 6.79904 6.79949 41.8489 41.8643 21.6787 0 6.40247 5.95359
BFS 0 4.80212 3.38792 12.9282 32.9949 18.9056 31.7692 31.7692 13.0319 3.66116 15.1573 3.46616
BLACKSCHOLES_10M 0 0 0 0 13.6539 0 0 0 0 6.40671 6.23391 0
BODYTRACK 0 0 6.73681 0 36.0855 0 4.24591 4.26068 5.87755 30.3106 22.8226 22.7939
FACESIM 0 0 0 0 44.9738 0 10.0412 10.0434 0.0291417 38.1721 38.7344 1.78661
FERRET 0 0 15.2614 0 26.229 0 4.6701 4.67674 0 19.9896 11.7428 0
HEARTWALL 0 0 7.70953 0 27.2676 0 4.62562 4.6377 0 21.285 17.405 1.9336
HOTSPOT 0 22.1673 2.29848 11.8035 27.2467 11.8035 25.496 25.4954 16.3972 2.16525 9.61429 3.28862
JACOBI 0 9.72363 8.82761 45.4973 9.68026 9.6815 56.2093 57.0374 25.976 29.6527 8.14971 10.1974
KMEANS 0 0 11.3777 0 18.4558 0 0 0 0 10.8337 0 0
KMEANSNF 0 0 58.0195 1.33282 58.0195 36.7346 37.8415 38.892 7.52824 54.0927 44.0653 8.3884
LAVAMD 0 37.9127 63.0106 69.3941 82.7423 68.561 75.7247 75.725 56.1595 78.2183 80.8372 54.9779
LEUKOCYTE 0 2.14928 51.2781 51.2664 70.1782 51.1843 62.5964 62.5989 21.2624 55.3239 33.7138 10.1541
LUD 0 0 89.4636 0 89.4636 89.4636 13.0684 91.0897 0 0 0 14.1663
NW 0 17.3693 6.96896 17.2231 60.6587 17.2226 34.2588 34.2588 16.8854 0.619554 56.6397 3.2425
SHA 0 8.20286 15.4285 0 41.3203 0.247093 14.0939 14.1091 7.55674 36.8504 29.1141 29.0837
SRAD 0 6.02733 5.89514 13.8227 69.0598 25.72 28.9545 48.7051 9.22669 23.8901 20.308 30.3944
STREAM 0 19.089 0.328805 42.3141 19.0222 19.0226 51.3252 52.303 21.1276 22.0323 12.3257 10.4916
STREAM_threads 0 0.523092 33.4753 61.691 100 28.2893 70.9166 71.2312 17.4646 14.4232 100 13.6591
X264_ducks 0 0 11.7816 0 18.5131 0 3.05222 3.06194 0 11.7132 0 0
X264_native 0 0 16.7663 0 24.1689 0 4.26999 4.28676 0 17.8522 0 0
AVERAGE 0 6.13774 19.4293 17.0356 41.7397 18.2683 27.3814 32.1927 11.4382 22.7377 24.4413 10.6656
