Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 9.48718 79.2308 27.9487 100 0 76.9231 78.2051 78.2051 46.1538 0 1.79487 4.61538
BFS 10.7692 10.5128 2.5641 100 0 97.9487 81.0256 81.0256 45.641 0 4.10256 6.66667
BLACKSCHOLES_10M 79.4872 79.7436 76.9231 100 76.9231 76.9231 82.3077 82.3077 71.7949 76.9231 77.6923 73.8462
BODYTRACK 12.8205 79.7436 76.9231 100 76.9231 76.9231 81.0256 81.0256 49.7436 76.9231 78.2051 78.2051
FACESIM 25.641 78.7179 76.9231 100 76.9231 76.9231 80.7692 80.5128 56.6667 76.9231 78.2051 66.4103
FERRET 57.6923 78.4615 76.9231 100 76.9231 76.9231 81.7949 82.3077 57.9487 76.9231 78.2051 67.6923
HEARTWALL 44.8718 79.7436 76.9231 100 76.9231 76.9231 82.3077 83.0769 56.9231 76.9231 78.7179 45.1282
HOTSPOT 8.20513 7.4359 0 100 0.25641 99.2308 79.7436 79.7436 50.5128 0.25641 6.66667 7.69231
JACOBI 12.8205 78.7179 1.02564 100 0.25641 0.25641 80 84.6154 45.3846 8.97436 2.82051 4.61538
KMEANS 77.4359 78.9744 76.9231 100 76.9231 76.9231 80.5128 80.5128 59.4872 76.9231 77.9487 77.1795
KMEANSNF 8.20513 78.7179 85.1282 100 85.1282 76.9231 83.5897 82.8205 49.4872 79.4872 76.9231 77.9487
LAVAMD 7.69231 78.7179 100 100 76.9231 76.9231 80.7692 80.7692 48.2051 85.3846 77.1795 3.58974
LEUKOCYTE 8.46154 8.97436 0 100 76.9231 76.9231 79.4872 79.2308 42.5641 4.61538 77.6923 7.4359
LUD 45.3846 78.4615 100 100 100 100 78.2051 100 60 100 100 77.6923
NW 9.23077 80 0.512821 100 76.9231 77.4359 79.7436 79.7436 42.3077 0 77.6923 4.87179
SHA 6.15385 77.6923 76.9231 100 76.9231 76.9231 81.0256 81.0256 50 76.9231 77.6923 77.4359
SRAD 76.9231 79.7436 82.3077 100 77.4359 77.4359 78.7179 79.7436 61.0256 76.9231 77.9487 77.9487
STREAM 7.94872 7.94872 99.7436 100 0 0 77.6923 83.0769 43.0769 100 7.4359 7.94872
STREAM_threads 8.20513 9.74359 100 100 100 76.9231 86.9231 86.9231 40 100 100 10.2564
X264_ducks 78.7179 78.7179 76.9231 100 76.9231 76.6667 77.9487 77.9487 76.4103 76.9231 76.6667 62.5641
X264_native 56.1538 78.7179 76.9231 100 76.9231 76.9231 80.7692 80.7692 55.3846 76.9231 64.359 64.359
AVERAGE 31.0623 62.3199 61.5018 100 61.2454 72.8083 80.5983 82.1612 52.7961 59.4261 61.8071 43.0525
