Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 2.30769 3.33333 98.7179 100 0 0 4.10256 1.53846 37.6923 47.9487 7.4359 7.4359
BFS 4.10256 4.35897 3.07692 100 0 3.07692 7.69231 7.69231 37.4359 0 8.71795 6.15385
BLACKSCHOLES_10M 2.05128 2.05128 76.9231 100 17.6923 76.9231 4.87179 5.38462 40.5128 2.05128 2.05128 2.5641
BODYTRACK 6.66667 77.1795 0 100 16.1538 93.3333 3.84615 3.84615 38.7179 0.25641 2.30769 1.28205
FACESIM 3.07692 78.2051 76.9231 100 16.9231 74.8718 3.07692 4.10256 42.8205 2.05128 3.58974 1.02564
FERRET 2.05128 77.6923 59.7436 100 19.7436 76.9231 5.38462 3.33333 40.7692 2.05128 2.82051 1.79487
HEARTWALL 4.61538 77.6923 76.9231 100 19.2308 76.9231 5.89744 5.89744 40.7692 2.05128 2.82051 2.05128
HOTSPOT 5.12821 3.07692 0 100 0 96.9231 4.61538 4.87179 44.8718 0 6.41026 5.89744
JACOBI 4.10256 76.9231 100 100 32.3077 32.0513 13.3333 26.1538 38.4615 32.5641 6.66667 4.87179
KMEANS 5.12821 78.2051 44.1026 100 17.6923 76.9231 8.97436 8.97436 43.0769 2.05128 4.10256 6.66667
KMEANSNF 4.87179 77.9487 21.7949 100 43.5897 43.3333 16.6667 16.9231 42.5641 12.3077 3.84615 3.58974
LAVAMD 4.87179 3.33333 100 100 0 0 3.84615 4.10256 36.9231 2.30769 5.64103 5.89744
LEUKOCYTE 5.38462 77.9487 76.9231 100 76.9231 76.9231 10.7692 6.15385 37.1795 30 8.46154 5.38462
LUD 3.58974 77.9487 87.6923 100 100 21.0256 3.07692 100 41.2821 100 1.28205 25.1282
NW 3.07692 77.9487 1.79487 100 0 0 3.84615 3.84615 41.2821 0 4.61538 3.33333
SHA 2.82051 77.4359 0 100 18.7179 100 7.69231 7.69231 40.7692 0 3.07692 2.30769
SRAD 4.87179 77.1795 100 100 0 0 7.4359 8.20513 40.5128 3.33333 3.84615 4.61538
STREAM 4.35897 3.07692 0 100 38.4615 0 9.23077 22.0513 41.0256 0.512821 10.7692 11.2821
STREAM_threads 4.10256 3.33333 100 100 100 0 32.8205 35.3846 41.2821 100 100 8.20513
X264_ducks 2.82051 78.2051 26.4103 100 20.7692 76.9231 3.33333 3.58974 41.0256 1.79487 3.84615 1.79487
X264_native 5.38462 78.2051 76.4103 100 20 76.9231 5.89744 5.89744 38.7179 1.79487 3.84615 2.30769
AVERAGE 4.06593 52.9182 53.6874 100 26.5812 47.7656 7.9243 13.602 40.3663 16.337 9.34066 5.40904
