Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0.25641 0.769231 92.3077 100 0.25641 0 76.4103 76.4103 42.5641 5.12821 6.92308 5.64103
BFS 0.25641 0.769231 1.79487 100 0 100 77.4359 77.4359 43.3333 7.4359 3.84615 7.69231
BLACKSCHOLES_10M 0.25641 77.4359 76.9231 100 76.9231 76.9231 77.4359 77.6923 62.0513 11.2821 42.3077 11.5385
BODYTRACK 0.769231 76.9231 76.9231 100 76.9231 76.9231 77.1795 77.1795 44.8718 2.82051 3.33333 2.82051
FACESIM 0.769231 77.1795 76.9231 100 75.8974 76.9231 77.1795 76.9231 42.3077 3.07692 40.2564 3.33333
FERRET 0.769231 76.9231 49.4872 100 76.9231 76.9231 76.4103 76.4103 50.2564 3.07692 4.10256 3.84615
HEARTWALL 0.512821 76.9231 76.9231 100 76.9231 76.9231 77.1795 77.1795 49.2308 10.5128 3.84615 10.5128
HOTSPOT 0.512821 77.4359 0.25641 100 0.25641 95.3846 77.6923 77.6923 45.641 3.33333 5.38462 6.66667
JACOBI 0.769231 77.4359 100 100 76.9231 76.9231 57.9487 58.4615 45.1282 8.46154 5.89744 5.38462
KMEANS 0.769231 77.9487 52.0513 100 76.9231 76.9231 76.9231 76.9231 55.1282 45.8974 47.1795 47.9487
KMEANSNF 0.512821 77.4359 76.9231 100 76.9231 76.9231 77.1795 77.1795 43.5897 5.64103 6.15385 3.84615
LAVAMD 0 0.769231 100 100 71.2821 89.2308 76.4103 76.4103 43.5897 4.87179 5.12821 4.10256
LEUKOCYTE 0.25641 0.769231 76.9231 100 76.9231 76.9231 42.8205 42.8205 42.0513 8.20513 4.35897 4.61538
LUD 0.769231 76.9231 100 100 100 100 40.7692 76.9231 52.0513 29.7436 100 6.15385
NW 0.769231 77.1795 0 100 52.8205 76.9231 76.9231 76.9231 42.8205 2.82051 4.35897 4.10256
SHA 0.769231 76.9231 76.9231 100 76.6667 84.359 77.6923 77.6923 42.0513 3.58974 3.58974 3.58974
SRAD 0.769231 77.1795 76.9231 100 76.9231 75.1282 36.6667 77.4359 53.0769 65.8974 68.7179 70
STREAM 0.25641 77.1795 39.4872 100 76.9231 76.9231 42.0513 45.8974 42.0513 12.5641 6.66667 8.46154
STREAM_threads 0 1.02564 100 100 100 76.9231 87.4359 81.5385 42.5641 11.5385 100 6.41026
X264_ducks 0.769231 77.1795 65.1282 100 76.9231 76.9231 40.2564 40.2564 67.1795 3.07692 41.0256 3.33333
X264_native 0.769231 77.4359 50 100 76.9231 76.9231 76.1538 76.1538 50 25.8974 38.2051 26.4103
AVERAGE 0.537241 59.0354 65.0427 100 66.6789 77.1917 67.9121 71.5018 47.6923 13.0891 25.7753 11.7338
