Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0 3.83286 9.80572 26.8167 19.8227 8.67892 41.3659 41.5433 15.0412 8.0593 11.7512 8.39589
BFS 0 1.84661 0 19.6977 8.60583 0 39.1791 39.1791 9.59587 0 6.02444 5.20339
BLACKSCHOLES_10M 0 1.44822 66.1008 62.9414 80.1759 66.1008 72.4395 72.4408 50.2368 72.1607 52.2076 12.9858
BODYTRACK 0 12.7524 3.37533 0 46.6938 3.63048 26.055 26.0582 12.9237 24.4873 3.85516 5.12392
FACESIM 0 3.2765 9.13624 9.01462 56.1609 12.6905 25.1723 25.2648 14.5465 25.0133 6.25526 5.79796
FERRET 0 5.10823 13.136 0 40.605 4.81476 20.2385 20.2047 9.34804 19.443 3.34658 3.70643
HEARTWALL 0 17.3456 21.519 7.81411 49.5002 17.109 31.1352 31.1518 9.29955 30.0003 6.20809 4.93666
HOTSPOT 0 3.36038 0 14.4113 3.23283 0 34.6716 34.6789 7.30228 0.152618 4.82363 4.98014
JACOBI 0 17.6627 30.9442 35.1454 18.2888 18.2981 24.1663 27.8923 17.2069 48.6117 11.3892 14.4442
KMEANS 0 0 10.7978 0 41.0673 0 18.579 18.5866 12.6567 17.9494 7.32897 2.53408
KMEANSNF 0 16.7716 26.4464 36.1513 68.7022 19.9461 24.7862 25.0853 11.8653 27.2303 20.4695 8.27658
LAVAMD 0 3.83317 75.5624 80.0538 20.6166 20.6687 84.984 84.9874 47.7243 84.9131 34.8588 34.8267
LEUKOCYTE 0 16.9803 16.564 39.4318 16.5636 16.5669 50.7622 52.1507 14.6413 49.8698 12.9037 12.6263
LUD 0 9.29034 0 4.56228 92.3208 26.0203 21.9373 93.4977 9.65686 0 2.53915 17.1037
NW 0 22.2385 0.96445 17.8292 10.9226 10.923 40.8347 40.8355 11.5843 2.05687 7.7487 6.99539
SHA 0 15.9795 4.84809 4.17716 46.7553 7.74103 30.3784 30.3671 10.6659 1.2554 4.50166 5.01034
SRAD 0 7.05909 22.6342 6.63827 8.20772 8.21031 20.07 20.249 12.3788 10.383 5.97125 10.1415
STREAM 0 0.00473013 0.0768646 31.4857 18.7845 6.66514 27.8427 32.1152 14.2763 0.543176 12.8458 14.4174
STREAM_threads 0 0.793165 33.2794 47.1345 100 0.187414 34.0942 40.2524 16.2193 14.1117 100 17.2738
X264_ducks 0 4.53254 16.8862 0 42.1109 9.58701 18.8091 18.853 12.6746 18.1215 4.55923 4.11343
X264_native 0 6.83539 11.6569 0 42.109 6.35043 19.5557 19.5713 8.32144 18.7223 7.98852 3.44693
AVERAGE 0 8.14056 17.7969 21.1098 39.5832 12.5804 33.6694 37.8555 15.6269 22.5278 15.5989 9.63526
