Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
BACKPROP 0.25641 0 100 100 0 0 24.1026 24.1026 41.0256 8.20513 6.66667 5.38462
BFS 0.512821 76.9231 0 100 0 99.4872 76.4103 76.4103 42.5641 4.87179 6.92308 7.4359
BLACKSCHOLES_10M 0 76.9231 76.9231 100 75.641 76.9231 59.7436 59.7436 56.4103 2.82051 3.33333 2.5641
BODYTRACK 0.512821 76.9231 76.9231 100 39.4872 76.9231 72.3077 72.3077 41.7949 2.05128 2.5641 3.07692
FACESIM 0.512821 76.9231 76.9231 100 40 76.9231 45.641 45.641 46.1538 3.07692 3.07692 3.33333
FERRET 0.512821 76.9231 43.5897 100 76.9231 76.9231 27.4359 27.4359 46.6667 2.5641 3.07692 2.5641
HEARTWALL 0.512821 76.9231 76.9231 100 69.7436 76.9231 16.4103 16.4103 45.8974 2.30769 2.30769 1.79487
HOTSPOT 0.512821 76.9231 0 100 0.25641 100 76.9231 77.1795 40.7692 4.35897 6.41026 6.92308
JACOBI 0.512821 76.9231 100 100 76.9231 76.9231 5.89744 2.82051 42.0513 6.41026 6.92308 3.58974
KMEANS 0.512821 77.4359 73.5897 100 76.6667 77.1795 73.3333 73.3333 52.3077 2.05128 3.33333 2.82051
KMEANSNF 0.512821 77.1795 75.8974 100 76.9231 50.2564 76.4103 76.9231 43.0769 5.89744 4.87179 3.84615
LAVAMD 0 0.512821 100 100 34.359 77.1795 29.7436 29.7436 43.3333 3.84615 0.769231 2.5641
LEUKOCYTE 0.512821 1.53846 77.6923 100 76.9231 76.9231 3.07692 3.07692 39.4872 7.4359 6.15385 3.84615
LUD 0.512821 76.9231 100 100 100 100 0.769231 76.6667 45.1282 26.1538 100 3.07692
NW 0.512821 0.25641 0.25641 100 30.5128 77.4359 66.6667 66.6667 40 2.5641 1.79487 2.5641
SHA 0.512821 76.9231 76.9231 100 42.5641 84.6154 76.9231 76.9231 41.5385 2.30769 2.82051 2.82051
SRAD 0.512821 77.1795 76.9231 100 76.9231 54.1026 1.79487 76.6667 45.3846 5.38462 6.41026 6.15385
STREAM 0 0 0 100 76.9231 76.9231 6.66667 10.5128 38.4615 12.5641 9.48718 8.97436
STREAM_threads 0 1.02564 100 100 100 54.6154 83.3333 76.6667 42.5641 11.5385 100 6.41026
X264_ducks 0.512821 76.9231 27.4359 100 76.9231 76.9231 1.28205 1.28205 53.5897 3.33333 2.82051 3.33333
X264_native 0.512821 76.9231 70.2564 100 76.9231 76.9231 13.8462 13.8462 45.3846 2.5641 3.58974 3.33333
AVERAGE 0.402931 55.1526 63.3455 100 58.315 73.5287 39.939 46.8743 44.4566 5.82417 13.4921 4.11477
