0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 3.89 9.66 26.7 19.72 8.56 41.05 41.16 10.54 9.34 11.97 7.54
2 BFS 0.0 1.86 0.0 19.71 8.64 0.0 39.47 39.47 7.94 5.71 5.6 5.38
3 BLACKSCHOLES_10M 0.0 1.46 66.09 62.93 80.17 66.09 72.35 72.35 45.49 29.15 52.66 43.66
4 BODYTRACK 0.0 13.28 3.93 0.32 47.02 4.21 26.6 26.6 14.16 5.15 3.86 4.7
5 FACESIM 0.0 3.19 8.98 8.97 56.18 12.71 25.35 25.39 17.65 6.49 5.1 6.29
6 FERRET 0.0 5.4 13.45 0.0 40.83 5.16 20.4 20.41 10.95 4.04 4.21 4.05
7 HEARTWALL 0.0 17.2 21.48 7.79 49.49 17.07 31.11 31.11 17.49 6.94 5.79 5.47
8 HOTSPOT 0.0 3.47 0.0 14.6 3.42 0.0 35.13 35.13 9.81 4.99 5.3 5.55
9 JACOBI 0.0 17.72 30.98 35.18 18.33 18.34 22.14 26.48 16.79 13.45 11.99 14.09
10 KMEANS 0.0 0.0 10.92 0.0 41.15 0.0 19.19 19.2 15.28 3.37 7.81 3.22
11 KMEANSNF 0.0 16.83 26.48 36.17 68.72 19.99 24.35 24.47 11.09 9.7 9.15 8.12
12 LAVAMD 0.0 3.92 75.65 80.12 20.84 20.85 84.87 84.89 51.14 37.27 35.59 36.14
13 LEUKOCYTE 0.0 16.92 16.57 39.44 16.63 16.69 50.12 51.78 16.03 13.07 11.97 12.02
14 LUD 0.0 9.43 0.0 4.66 92.33 26.07 21.63 21.63 9.01 3.57 2.56 5.7
15 NW 0.0 22.29 0.93 17.81 10.9 10.9 40.1 40.1 11.02 6.6 7.92 6.54
16 SHA 0.0 16.14 5.04 4.39 46.87 7.94 30.87 30.87 10.85 5.04 4.62 4.7
17 SRAD 0.0 7.07 22.64 6.64 8.22 8.22 20.03 20.04 12.32 6.74 5.74 8.57
18 STREAM 0.0 0.06 0.13 31.52 18.82 6.71 24.42 27.89 13.94 15.29 12.47 13.67
19 STREAM_threads 0.0 0.75 33.32 47.2 100.0 0.27 31.24 39.11 19.16 18.35 100.0 17.29
20 X264_ducks 0.0 4.97 17.28 0.0 42.38 10.01 18.78 18.79 15.02 4.64 14.13 4.59
21 X264_native 0.0 6.99 11.96 0.0 42.31 6.54 19.17 19.18 9.38 3.5 3.7 3.67
22 AVERAGE 0.0 8.23 17.88 21.15 39.66 12.68 33.26 34.1 16.43 10.11 15.34 10.52
