0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 0.0 5.38 100.0 0.0 0.0 0.51 0.77 37.18 9.23 7.95 8.21
2 BFS 0.0 0.0 17.95 100.0 0.0 17.95 0.51 0.51 38.46 7.69 8.21 7.44
3 BLACKSCHOLES_10M 0.0 0.0 76.92 100.0 0.0 0.0 0.51 0.51 38.46 6.67 2.82 4.1
4 BODYTRACK 0.51 76.92 0.0 100.0 15.13 96.67 0.77 0.77 39.49 3.08 4.1 2.05
5 FACESIM 0.51 76.92 76.92 100.0 0.0 73.08 0.51 0.51 38.97 3.33 4.62 2.56
6 FERRET 0.51 76.92 36.15 100.0 14.36 76.92 0.51 0.51 35.64 1.54 3.85 2.05
7 HEARTWALL 0.0 76.92 76.92 100.0 11.54 76.92 0.51 0.51 41.79 1.79 3.33 2.05
8 HOTSPOT 0.0 0.0 3.08 100.0 0.0 99.74 0.51 0.51 37.44 7.44 6.92 6.92
9 JACOBI 0.51 10.51 100.0 100.0 21.03 20.77 4.87 2.05 40.77 7.44 6.67 4.87
10 KMEANS 0.51 76.92 74.62 100.0 11.79 76.92 0.51 0.51 38.21 1.28 2.82 2.31
11 KMEANSNF 0.26 38.21 21.79 100.0 17.69 49.23 10.77 11.28 36.15 5.9 3.59 3.08
12 LAVAMD 0.0 0.0 76.92 100.0 0.0 0.0 0.51 1.03 35.38 11.79 6.41 7.44
13 LEUKOCYTE 0.51 70.51 74.1 100.0 74.1 74.1 1.54 1.03 40.51 8.72 7.69 5.38
14 LUD 0.51 76.92 100.0 100.0 0.0 0.0 0.51 0.51 37.95 3.85 0.77 4.62
15 NW 0.51 76.92 0.0 100.0 0.0 76.92 0.77 0.77 38.97 2.05 4.62 2.31
16 SHA 0.51 76.92 0.0 100.0 15.9 100.0 0.77 0.77 42.56 3.33 3.59 2.56
17 SRAD 0.26 67.18 100.0 100.0 0.0 0.0 1.28 2.05 38.72 5.13 4.87 4.87
18 STREAM 0.0 0.0 0.0 100.0 21.28 0.0 14.62 20.0 41.79 11.79 13.33 11.28
19 STREAM_threads 0.0 0.77 100.0 100.0 100.0 0.0 15.13 6.41 38.72 12.05 100.0 11.54
20 X264_ducks 0.51 76.92 60.77 100.0 14.62 76.92 0.77 0.51 39.74 1.79 4.1 2.56
21 X264_native 0.51 76.92 76.15 100.0 15.38 76.92 0.77 0.77 37.95 1.28 3.59 1.03
22 AVERAGE 0.29 45.54 51.32 100.0 15.85 47.29 2.72 2.49 38.8 5.58 9.71 4.73
