0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 5.2 14.94 34.02 24.67 9.82 35.86 35.87 12.14 11.56 10.8 9.82
2 BFS 0.0 1.7 3.37 15.0 8.23 3.37 37.84 37.84 9.39 6.64 5.38 6.27
3 BLACKSCHOLES_10M 0.0 1.03 66.25 63.54 0.94 0.94 71.01 71.02 40.72 29.36 18.03 18.82
4 BODYTRACK 0.0 13.7 4.23 1.99 42.2 5.73 22.64 22.65 8.76 5.5 5.11 5.74
5 FACESIM 0.0 8.23 12.3 12.29 19.44 17.66 26.98 27.2 14.06 7.79 8.03 8.19
6 FERRET 0.0 7.09 16.76 0.0 44.9 6.83 18.75 18.76 9.72 4.83 4.02 5.07
7 HEARTWALL 0.0 32.13 35.92 26.28 60.83 32.1 42.0 42.0 26.45 11.11 8.02 17.56
8 HOTSPOT 0.0 3.87 2.5 15.92 7.98 3.42 33.19 33.19 9.09 6.09 5.82 6.36
9 JACOBI 0.0 17.8 30.59 29.6 18.12 18.13 20.29 26.56 14.94 13.76 12.47 14.25
10 KMEANS 0.0 0.0 11.15 0.0 46.66 0.0 17.28 17.28 11.99 4.54 4.54 4.6
11 KMEANSNF 0.0 27.2 29.69 44.57 70.21 26.56 31.53 31.4 13.69 11.94 22.42 9.68
12 LAVAMD 0.0 0.28 68.12 76.67 21.96 21.99 0.33 0.34 44.05 38.95 38.63 37.6
13 LEUKOCYTE 0.0 18.07 17.37 37.33 17.37 17.38 48.46 50.02 14.79 14.31 11.72 12.93
14 LUD 0.0 11.17 0.0 6.88 9.06 9.06 22.29 22.29 11.11 7.0 5.46 7.4
15 NW 0.0 17.94 0.36 17.88 16.79 17.88 35.41 35.35 10.56 7.84 7.47 7.54
16 SHA 0.0 15.49 4.35 4.99 42.59 8.23 28.55 28.56 8.05 5.48 5.46 5.69
17 SRAD 0.0 10.16 24.76 14.51 11.05 11.05 18.05 18.07 15.16 10.16 8.52 11.17
18 STREAM 0.0 0.0 0.0 27.13 18.29 6.34 22.37 29.57 13.73 15.18 13.28 14.71
19 STREAM_threads 0.0 0.74 32.64 41.69 100.0 0.0 31.09 39.01 17.27 19.47 100.0 17.87
20 X264_ducks 0.0 4.74 14.69 0.49 45.2 9.84 18.09 18.27 12.4 5.46 4.06 5.31
21 X264_native 0.0 8.64 13.35 0.0 46.26 8.32 18.76 18.76 12.52 5.17 4.56 4.84
22 AVERAGE 0.0 9.77 19.21 22.42 32.03 11.17 28.61 29.71 15.74 11.53 14.47 11.02
