0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.0 2.79 4.71 26.16 15.04 8.19 47.09 47.33 15.12 8.98 11.37 6.37
2 BFS 0.0 22.32 3.97 14.37 3.97 0.0 37.57 37.57 7.77 4.83 5.49 4.88
3 BLACKSCHOLES_10M 0.0 1.35 66.73 62.51 80.22 66.02 72.8 72.8 60.38 30.34 68.04 61.29
4 BODYTRACK 0.0 8.27 12.85 0.0 42.83 5.89 24.5 24.5 12.34 3.87 7.07 3.47
5 FACESIM 0.0 0.0 9.96 1.76 50.83 9.95 27.76 27.77 14.03 4.67 34.33 4.66
6 FERRET 0.0 0.77 9.74 0.0 39.38 0.53 20.04 20.04 9.43 2.33 5.36 3.0
7 HEARTWALL 0.0 6.03 10.06 0.0 44.15 5.85 25.01 25.01 8.5 5.9 11.87 3.31
8 HOTSPOT 0.0 1.15 1.06 15.48 45.27 15.48 32.5 32.5 6.61 4.02 4.83 4.16
9 JACOBI 0.0 16.92 30.71 40.34 17.83 17.84 24.6 26.31 19.94 12.42 12.57 12.58
10 KMEANS 0.0 0.0 9.84 0.0 40.29 0.0 14.79 14.79 13.59 2.55 7.39 2.64
11 KMEANSNF 0.0 7.78 47.95 7.59 65.46 16.14 18.49 18.57 10.71 7.13 19.6 6.56
12 LAVAMD 0.0 0.3 76.1 80.56 18.34 80.56 86.79 86.79 57.18 37.6 28.23 28.9
13 LEUKOCYTE 0.0 15.69 15.66 48.06 15.65 48.06 59.84 60.37 18.26 12.17 11.49 11.59
14 LUD 0.0 8.2 91.84 3.15 91.84 35.35 24.84 24.84 9.5 3.81 0.0 4.62
15 NW 0.0 22.68 0.0 17.18 5.25 5.25 44.04 44.04 14.35 6.12 6.55 6.14
16 SHA 0.0 12.46 7.28 1.94 43.45 10.52 27.69 27.69 10.7 4.19 3.99 3.53
17 SRAD 0.0 4.33 7.04 8.57 5.76 5.76 23.65 24.02 10.42 6.27 3.03 7.2
18 STREAM 0.0 0.0 0.3 35.5 19.06 11.14 29.68 31.03 15.29 14.31 11.89 12.93
19 STREAM_threads 0.0 0.78 33.89 52.64 100.0 0.5 32.1 39.17 16.84 17.3 100.0 17.18
20 X264_ducks 0.0 1.8 15.38 0.0 40.22 6.92 20.88 20.88 16.16 3.64 15.25 3.62
21 X264_native 0.0 0.0 10.59 0.0 39.31 2.18 20.28 20.28 6.0 2.07 22.99 2.58
22 AVERAGE 0.0 6.36 22.17 19.8 39.25 16.77 34.04 34.59 16.81 9.26 18.63 10.06
