0 Benchmark OPTIMAL RACE ONLINE OFFLINE NUCLEAR HBM CONTROL ADAPT-CONTROL CALOREE-NP ONLINE-ADAPT NUCLEAR-ADAPT HBM-ADAPT
1 BACKPROP 0.26 0.77 92.31 100.0 0.26 0.0 76.41 76.41 42.56 5.13 6.92 5.64
2 BFS 0.26 0.77 1.79 100.0 0.0 100.0 77.44 77.44 43.33 7.44 3.85 7.69
3 BLACKSCHOLES_10M 0.26 77.44 76.92 100.0 76.92 76.92 77.44 77.69 62.05 11.28 42.31 11.54
4 BODYTRACK 0.77 76.92 76.92 100.0 76.92 76.92 77.18 77.18 44.87 2.82 3.33 2.82
5 FACESIM 0.77 77.18 76.92 100.0 75.9 76.92 77.18 76.92 42.31 3.08 40.26 3.33
6 FERRET 0.77 76.92 49.49 100.0 76.92 76.92 76.41 76.41 50.26 3.08 4.1 3.85
7 HEARTWALL 0.51 76.92 76.92 100.0 76.92 76.92 77.18 77.18 49.23 10.51 3.85 10.51
8 HOTSPOT 0.51 77.44 0.26 100.0 0.26 95.38 77.69 77.69 45.64 3.33 5.38 6.67
9 JACOBI 0.77 77.44 100.0 100.0 76.92 76.92 57.95 58.46 45.13 8.46 5.9 5.38
10 KMEANS 0.77 77.95 52.05 100.0 76.92 76.92 76.92 76.92 55.13 45.9 47.18 47.95
11 KMEANSNF 0.51 77.44 76.92 100.0 76.92 76.92 77.18 77.18 43.59 5.64 6.15 3.85
12 LAVAMD 0.0 0.77 100.0 100.0 71.28 89.23 76.41 76.41 43.59 4.87 5.13 4.1
13 LEUKOCYTE 0.26 0.77 76.92 100.0 76.92 76.92 42.82 42.82 42.05 8.21 4.36 4.62
14 LUD 0.77 76.92 100.0 100.0 100.0 100.0 40.77 76.92 52.05 29.74 100.0 6.15
15 NW 0.77 77.18 0.0 100.0 52.82 76.92 76.92 76.92 42.82 2.82 4.36 4.1
16 SHA 0.77 76.92 76.92 100.0 76.67 84.36 77.69 77.69 42.05 3.59 3.59 3.59
17 SRAD 0.77 77.18 76.92 100.0 76.92 75.13 36.67 77.44 53.08 65.9 68.72 70.0
18 STREAM 0.26 77.18 39.49 100.0 76.92 76.92 42.05 45.9 42.05 12.56 6.67 8.46
19 STREAM_threads 0.0 1.03 100.0 100.0 100.0 76.92 87.44 81.54 42.56 11.54 100.0 6.41
20 X264_ducks 0.77 77.18 65.13 100.0 76.92 76.92 40.26 40.26 67.18 3.08 41.03 3.33
21 X264_native 0.77 77.44 50.0 100.0 76.92 76.92 76.15 76.15 50.0 25.9 38.21 26.41
22 AVERAGE 0.54 59.04 65.04 100.0 66.68 77.19 67.91 71.5 47.69 13.09 25.78 11.73
