0.399623458645 0.202770745691 1
0.43125083774 0.374183040618 1
0.267449590519 0.086101093226 1
0.498881452071 0.0733728461989 1
0.601248587386 0.607825227731 3
0.663964417031 0.767541727794 3
0.467522971487 0.734379206102 3
0.425463065344 0.554166354467 3
0.106015995305 0.761683705293 2
0.0695936622364 0.917923977313 2
0.0957757803902 0.602873159793 2
0.2631207767 0.484806666192 2
0.919353098154 0.52159970072 0
0.769039639969 0.408860920568 0
0.58319478496 0.256712040273 0
0.6020910719 0.44509904373 0
